scores	norm_scores	matrix	labels	gap	ext
377.0	2.9	PAM100	1	15	3
108.0	0.72	PAM100	1	15	3
112.0	0.5989304812834224	PAM100	1	15	3
322.0	2.476923076923077	PAM100	1	15	3
490.0	2.487309644670051	PAM100	1	15	3
387.0	1.6398305084745763	PAM100	1	15	3
477.0	4.147826086956521	PAM100	1	15	3
434.0	1.8008298755186722	PAM100	1	15	3
209.0	1.2822085889570551	PAM100	1	15	3
69.0	0.4011627906976744	PAM100	1	15	3
242.0	2.0	PAM100	1	15	3
267.0	2.119047619047619	PAM100	1	15	3
44.0	0.37606837606837606	PAM100	1	15	3
59.0	0.46825396825396826	PAM100	1	15	3
199.0	1.0641711229946524	PAM100	1	15	3
129.0	1.0078125	PAM100	1	15	3
53.0	0.4108527131782946	PAM100	1	15	3
101.0	0.3247588424437299	PAM100	1	15	3
253.0	1.6217948717948718	PAM100	1	15	3
101.0	2.4047619047619047	PAM100	1	15	3
99.0	2.25	PAM100	1	15	3
39.0	0.45348837209302323	PAM100	0	15	3
151.0	1.8875	PAM100	0	15	3
76.0	1.4901960784313726	PAM100	0	15	3
228.0	1.509933774834437	PAM100	0	15	3
109.0	1.676923076923077	PAM100	0	15	3
43.0	0.4387755102040816	PAM100	0	15	3
536.0	3.5733333333333333	PAM100	0	15	3
673.0	21.70967741935484	PAM100	0	15	3
91.0	1.1518987341772151	PAM100	0	15	3
166.0	4.15	PAM100	0	15	3
482.0	3.2133333333333334	PAM100	0	15	3
56.0	1.1914893617021276	PAM100	0	15	3
8.0	0.08163265306122448	PAM100	0	15	3
243.0	1.463855421686747	PAM100	0	15	3
722.0	7.148514851485149	PAM100	0	15	3
181.0	1.4958677685950412	PAM100	0	15	3
-11.0	-0.1111111111111111	PAM100	0	15	3
411.0	8.058823529411764	PAM100	0	15	3
606.0	30.3	PAM100	0	15	3
747.0	3.931578947368421	PAM100	0	15	3
360.0	1.4814814814814814	PAM100	0	15	3
911.0	12.31081081081081	PAM100	0	15	3
201.0	2.2333333333333334	PAM100	0	15	3
95.0	0.5428571428571428	PAM100	0	15	3
316.0	1.4298642533936652	PAM100	0	15	3
34.0	0.43037974683544306	PAM100	0	15	3
15.0	0.0967741935483871	PAM100	0	15	3
877.0	6.694656488549619	PAM100	0	15	3
34.0	0.1504424778761062	PAM100	0	15	3
334.0	3.839080459770115	PAM100	0	15	3
39.0	0.16317991631799164	PAM100	0	15	3
139.0	0.896774193548387	PAM100	0	15	3
322.0	2.515625	PAM100	0	15	3
558.0	5.636363636363637	PAM100	0	15	3
159.0	2.1780821917808217	PAM100	0	15	3
164.0	2.411764705882353	PAM100	0	15	3
105.0	2.9166666666666665	PAM100	0	15	3
94.0	0.7704918032786885	PAM100	0	15	3
125.0	1.1363636363636365	PAM100	0	15	3
128.0	1.8823529411764706	PAM100	0	15	3
72.0	1.945945945945946	PAM100	0	15	3
782.0	16.638297872340427	PAM100	0	15	3
558.0	4.072992700729927	PAM100	0	15	3
372.0	2.9291338582677167	PAM100	0	15	3
464.0	1.9661016949152543	PAM100	0	15	3
31.0	0.5166666666666667	PAM100	0	15	3
450.0	7.5	PAM100	0	15	3
504.0	19.384615384615383	PAM100	0	15	3
258.0	6.2926829268292686	PAM100	0	15	3
372.0	4.043478260869565	PAM100	0	15	3
108.0	0.7605633802816901	BLOSUM50	1	15	3
119.0	1.1226415094339623	BLOSUM50	1	15	3
137.0	1.1322314049586777	BLOSUM50	1	15	3
99.0	1.1927710843373494	BLOSUM50	1	15	3
116.0	0.7837837837837838	BLOSUM50	1	15	3
133.0	3.0930232558139537	BLOSUM50	1	15	3
840.0	2.8668941979522184	BLOSUM50	1	15	3
93.0	0.9587628865979382	BLOSUM50	1	15	3
166.0	1.8444444444444446	BLOSUM50	1	15	3
73.0	0.8021978021978022	BLOSUM50	1	15	3
101.0	1.01	BLOSUM50	1	15	3
69.0	0.6699029126213593	BLOSUM50	1	15	3
183.0	1.011049723756906	BLOSUM50	1	15	3
225.0	1.717557251908397	BLOSUM50	1	15	3
81.0	0.8181818181818182	BLOSUM50	1	15	3
149.0	0.8514285714285714	BLOSUM50	1	15	3
236.0	1.5838926174496644	BLOSUM50	1	15	3
1780.0	5.779220779220779	BLOSUM50	1	15	3
270.0	1.0843373493975903	BLOSUM50	1	15	3
558.0	1.74375	BLOSUM50	1	15	3
335.0	1.0841423948220066	BLOSUM50	1	15	3
266.0	1.0725806451612903	BLOSUM50	1	15	3
178.0	0.9081632653061225	BLOSUM50	1	15	3
113.0	0.6277777777777778	BLOSUM50	1	15	3
146.0	1.8717948717948718	BLOSUM50	1	15	3
308.0	1.9493670886075949	BLOSUM50	1	15	3
243.0	0.7641509433962265	BLOSUM50	1	15	3
295.0	1.4182692307692308	BLOSUM50	1	15	3
454.0	3.1310344827586207	BLOSUM50	1	15	3
439.0	3.376923076923077	BLOSUM50	1	15	3
206.0	1.3733333333333333	BLOSUM50	1	15	3
216.0	1.1550802139037433	BLOSUM50	1	15	3
387.0	2.976923076923077	BLOSUM50	1	15	3
558.0	2.83248730964467	BLOSUM50	1	15	3
486.0	2.059322033898305	BLOSUM50	1	15	3
534.0	4.643478260869565	BLOSUM50	1	15	3
527.0	2.1867219917012446	BLOSUM50	1	15	3
282.0	1.7300613496932515	BLOSUM50	1	15	3
